timestamp, index, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.used [MiB]
2025/09/19 18:17:23.572, 1, 96.91 W, 0 %, 0 %, 15 MiB
2025/09/19 18:17:24.694, 0, 75.13 W, 0 %, 0 %, 422 MiB
2025/09/19 18:17:24.710, 1, 79.57 W, 0 %, 0 %, 18 MiB
2025/09/19 18:17:25.711, 0, 96.78 W, 0 %, 0 %, 16 MiB
2025/09/19 18:17:25.712, 1, 99.49 W, 0 %, 0 %, 15 MiB
2025/09/19 18:17:26.712, 0, 97.88 W, 0 %, 0 %, 16 MiB
2025/09/19 18:17:26.712, 1, 108.80 W, 0 %, 0 %, 15 MiB
2025/09/19 18:17:27.712, 0, 96.26 W, 0 %, 0 %, 16 MiB
2025/09/19 18:17:27.713, 1, 108.29 W, 0 %, 0 %, 15 MiB
2025/09/19 18:17:28.713, 0, 97.41 W, 0 %, 0 %, 324 MiB
2025/09/19 18:17:28.722, 1, 104.99 W, 0 %, 0 %, 18 MiB
2025/09/19 18:17:29.722, 0, 99.47 W, 0 %, 0 %, 422 MiB
2025/09/19 18:17:29.723, 1, 90.78 W, 0 %, 0 %, 18 MiB
2025/09/19 18:17:30.723, 0, 97.42 W, 0 %, 0 %, 16 MiB
2025/09/19 18:17:30.723, 1, 109.37 W, 0 %, 0 %, 15 MiB
2025/09/19 18:17:31.724, 0, 95.85 W, 0 %, 0 %, 16 MiB
2025/09/19 18:17:31.724, 1, 109.40 W, 0 %, 0 %, 15 MiB
2025/09/19 18:17:32.750, 0, 80.74 W, 0 %, 0 %, 16 MiB
2025/09/19 18:17:32.766, 1, 99.17 W, 0 %, 0 %, 15 MiB
2025/09/19 18:17:33.766, 0, 69.00 W, 0 %, 0 %, 16 MiB
2025/09/19 18:17:33.766, 1, 84.13 W, 0 %, 0 %, 15 MiB
2025/09/19 18:17:34.767, 0, 83.46 W, 0 %, 0 %, 16 MiB
2025/09/19 18:17:34.767, 1, 85.93 W, 0 %, 0 %, 15 MiB
2025/09/19 18:17:35.767, 0, 95.62 W, 0 %, 0 %, 16 MiB
2025/09/19 18:17:35.767, 1, 104.83 W, 0 %, 0 %, 15 MiB
2025/09/19 18:17:36.768, 0, 88.35 W, 0 %, 0 %, 16 MiB
2025/09/19 18:17:36.768, 1, 108.83 W, 0 %, 0 %, 15 MiB
2025/09/19 18:17:37.768, 0, 79.52 W, 0 %, 0 %, 16 MiB
2025/09/19 18:17:37.884, 1, 109.58 W, 0 %, 0 %, 15 MiB
2025/09/19 18:17:38.884, 0, 86.58 W, 0 %, 0 %, 16 MiB
2025/09/19 18:17:38.884, 1, 109.87 W, 0 %, 0 %, 15 MiB
2025/09/19 18:17:39.885, 0, 95.90 W, 0 %, 0 %, 16 MiB
2025/09/19 18:17:39.885, 1, 93.81 W, 0 %, 0 %, 15 MiB
2025/09/19 18:17:40.885, 0, 95.93 W, 0 %, 0 %, 16 MiB
2025/09/19 18:17:40.886, 1, 84.12 W, 0 %, 0 %, 15 MiB
2025/09/19 18:17:41.916, 0, 95.85 W, 0 %, 0 %, 16 MiB
2025/09/19 18:17:41.931, 1, 91.74 W, 0 %, 0 %, 15 MiB
2025/09/19 18:17:42.932, 0, 96.97 W, 0 %, 0 %, 16 MiB
2025/09/19 18:17:42.932, 1, 93.99 W, 0 %, 0 %, 15 MiB
2025/09/19 18:17:43.932, 0, 96.70 W, 0 %, 0 %, 16 MiB
2025/09/19 18:17:43.932, 1, 94.87 W, 0 %, 0 %, 15 MiB
2025/09/19 18:17:44.933, 0, 96.91 W, 0 %, 0 %, 16 MiB
2025/09/19 18:17:44.933, 1, 96.28 W, 0 %, 0 %, 15 MiB
2025/09/19 18:17:45.933, 0, 95.95 W, 0 %, 0 %, 16 MiB
2025/09/19 18:17:46.020, 1, 108.10 W, 0 %, 0 %, 15 MiB
2025/09/19 18:17:47.022, 0, 95.20 W, 0 %, 0 %, 16 MiB
2025/09/19 18:17:47.028, 1, 84.23 W, 0 %, 0 %, 15 MiB
2025/09/19 18:17:48.028, 0, 96.09 W, 0 %, 0 %, 16 MiB
2025/09/19 18:17:48.028, 1, 75.23 W, 0 %, 0 %, 15 MiB
2025/09/19 18:17:49.028, 0, 97.13 W, 0 %, 0 %, 16 MiB
2025/09/19 18:17:49.029, 1, 81.81 W, 0 %, 0 %, 15 MiB
2025/09/19 18:17:50.029, 0, 96.40 W, 0 %, 0 %, 16 MiB
2025/09/19 18:17:50.029, 1, 90.50 W, 0 %, 0 %, 15 MiB
2025/09/19 18:17:51.103, 0, 88.61 W, 0 %, 0 %, 16 MiB
2025/09/19 18:17:51.108, 1, 103.35 W, 0 %, 0 %, 15 MiB
2025/09/19 18:17:52.108, 0, 79.86 W, 0 %, 0 %, 16 MiB
2025/09/19 18:17:52.109, 1, 103.71 W, 0 %, 0 %, 15 MiB
2025/09/19 18:17:53.109, 0, 87.43 W, 0 %, 0 %, 16 MiB
2025/09/19 18:17:53.109, 1, 109.74 W, 0 %, 0 %, 15 MiB
2025/09/19 18:17:54.109, 0, 96.25 W, 0 %, 0 %, 16 MiB
2025/09/19 18:17:54.110, 1, 90.92 W, 0 %, 0 %, 15 MiB
2025/09/19 18:17:55.111, 0, 96.11 W, 0 %, 0 %, 16 MiB
2025/09/19 18:17:55.111, 1, 67.90 W, 0 %, 0 %, 15 MiB
2025/09/19 18:17:56.111, 0, 95.52 W, 0 %, 0 %, 16 MiB
2025/09/19 18:17:56.227, 1, 74.48 W, 0 %, 0 %, 15 MiB
2025/09/19 18:17:57.227, 0, 96.71 W, 0 %, 0 %, 16 MiB
2025/09/19 18:17:57.228, 1, 106.64 W, 0 %, 0 %, 15 MiB
2025/09/19 18:17:58.228, 0, 81.94 W, 0 %, 0 %, 16 MiB
2025/09/19 18:17:58.228, 1, 95.20 W, 0 %, 0 %, 15 MiB
2025/09/19 18:17:59.228, 0, 80.04 W, 0 %, 0 %, 16 MiB
2025/09/19 18:17:59.252, 1, 82.93 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:00.253, 0, 94.25 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:00.333, 1, 100.03 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:01.333, 0, 96.15 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:01.334, 1, 104.39 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:02.334, 0, 97.00 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:02.334, 1, 108.02 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:03.335, 0, 97.02 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:03.335, 1, 93.09 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:04.335, 0, 96.88 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:04.443, 1, 78.18 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:05.444, 0, 95.20 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:05.503, 1, 93.20 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:06.617, 0, 91.19 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:06.617, 1, 107.88 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:07.617, 0, 81.16 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:07.618, 1, 89.53 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:08.618, 0, 79.21 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:08.618, 1, 82.93 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:09.618, 0, 88.13 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:09.619, 1, 98.56 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:10.619, 0, 96.37 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:10.730, 1, 102.80 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:11.731, 0, 96.80 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:11.731, 1, 87.63 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:12.731, 0, 96.85 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:12.732, 1, 103.25 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:13.732, 0, 97.13 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:13.744, 1, 104.37 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:14.745, 0, 96.22 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:14.745, 1, 104.37 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:15.827, 0, 87.82 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:15.827, 1, 109.61 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:16.827, 0, 77.63 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:16.827, 1, 90.93 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:17.828, 0, 88.85 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:17.828, 1, 78.52 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:18.828, 0, 95.20 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:18.828, 1, 101.40 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:19.829, 0, 95.15 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:19.829, 1, 104.52 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:20.830, 0, 96.07 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:20.830, 1, 109.63 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:21.830, 0, 79.57 W, 0 %, 0 %, 19 MiB
2025/09/19 18:18:21.830, 1, 109.63 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:22.834, 0, 95.28 W, 0 %, 0 %, 422 MiB
2025/09/19 18:18:22.835, 1, 83.74 W, 0 %, 0 %, 18 MiB
2025/09/19 18:18:23.836, 0, 100.19 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:23.836, 1, 87.09 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:24.836, 0, 97.25 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:24.837, 1, 98.16 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:25.837, 0, 97.19 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:25.837, 1, 108.21 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:26.837, 0, 96.67 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:26.894, 1, 99.24 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:27.895, 0, 96.02 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:27.901, 1, 94.94 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:28.901, 0, 96.32 W, 0 %, 0 %, 33 MiB
2025/09/19 18:18:28.901, 1, 85.63 W, 0 %, 0 %, 18 MiB
2025/09/19 18:18:29.902, 0, 99.53 W, 0 %, 0 %, 422 MiB
2025/09/19 18:18:29.902, 1, 80.79 W, 0 %, 0 %, 18 MiB
2025/09/19 18:18:30.902, 0, 90.26 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:30.960, 1, 72.32 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:31.960, 0, 85.89 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:32.034, 1, 83.55 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:33.034, 0, 86.55 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:33.034, 1, 107.97 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:34.035, 0, 95.16 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:34.035, 1, 109.82 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:35.035, 0, 96.21 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:35.035, 1, 109.95 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:36.036, 0, 84.55 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:36.150, 1, 108.39 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:37.150, 0, 75.39 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:37.152, 1, 108.48 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:38.313, 0, 86.09 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:38.313, 1, 94.05 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:39.313, 0, 93.16 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:39.314, 1, 89.47 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:40.314, 0, 96.65 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:40.314, 1, 94.76 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:41.314, 0, 96.58 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:41.399, 1, 104.30 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:42.399, 0, 96.02 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:42.535, 1, 100.65 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:43.536, 0, 96.24 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:43.536, 1, 88.02 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:44.536, 0, 97.10 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:44.537, 1, 78.95 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:45.537, 0, 96.21 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:45.537, 1, 86.37 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:46.537, 0, 95.86 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:46.651, 1, 89.80 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:47.653, 0, 96.81 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:47.660, 1, 76.81 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:48.660, 0, 96.86 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:48.660, 1, 88.36 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:49.661, 0, 96.91 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:49.661, 1, 106.70 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:50.661, 0, 96.01 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:50.662, 1, 107.66 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:51.662, 0, 95.64 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:51.703, 1, 106.00 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:52.703, 0, 96.51 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:52.704, 1, 94.35 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:53.704, 0, 97.27 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:53.704, 1, 90.25 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:54.704, 0, 96.14 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:54.705, 1, 97.25 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:55.705, 0, 95.79 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:55.770, 1, 101.76 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:56.770, 0, 95.60 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:56.927, 1, 102.29 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:57.928, 0, 96.45 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:57.928, 1, 89.77 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:58.928, 0, 96.85 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:58.929, 1, 81.51 W, 0 %, 0 %, 15 MiB
2025/09/19 18:18:59.929, 0, 96.05 W, 0 %, 0 %, 16 MiB
2025/09/19 18:18:59.929, 1, 88.28 W, 0 %, 0 %, 15 MiB
2025/09/19 18:19:00.929, 0, 95.90 W, 0 %, 0 %, 16 MiB
2025/09/19 18:19:00.930, 1, 92.16 W, 0 %, 0 %, 15 MiB
2025/09/19 18:19:01.930, 0, 97.18 W, 0 %, 0 %, 16 MiB
2025/09/19 18:19:01.930, 1, 82.64 W, 0 %, 0 %, 15 MiB
2025/09/19 18:19:02.931, 0, 97.01 W, 0 %, 0 %, 16 MiB
2025/09/19 18:19:02.931, 1, 91.62 W, 0 %, 0 %, 15 MiB
2025/09/19 18:19:03.931, 0, 96.82 W, 0 %, 0 %, 16 MiB
2025/09/19 18:19:03.931, 1, 107.18 W, 0 %, 0 %, 15 MiB
2025/09/19 18:19:04.932, 0, 95.93 W, 0 %, 0 %, 16 MiB
2025/09/19 18:19:04.940, 1, 108.25 W, 0 %, 0 %, 15 MiB
2025/09/19 18:19:05.940, 0, 95.70 W, 0 %, 0 %, 16 MiB
2025/09/19 18:19:06.096, 1, 107.25 W, 0 %, 0 %, 15 MiB
2025/09/19 18:19:07.097, 0, 96.65 W, 0 %, 0 %, 16 MiB
2025/09/19 18:19:07.097, 1, 94.68 W, 0 %, 0 %, 15 MiB
2025/09/19 18:19:08.098, 0, 97.46 W, 0 %, 0 %, 16 MiB
2025/09/19 18:19:08.098, 1, 88.67 W, 0 %, 0 %, 15 MiB
2025/09/19 18:19:09.098, 0, 95.13 W, 0 %, 0 %, 16 MiB
2025/09/19 18:19:09.098, 1, 88.98 W, 0 %, 0 %, 15 MiB
2025/09/19 18:19:10.099, 0, 95.36 W, 0 %, 0 %, 16 MiB
2025/09/19 18:19:10.099, 1, 85.92 W, 0 %, 0 %, 15 MiB
2025/09/19 18:19:11.099, 0, 96.40 W, 0 %, 0 %, 16 MiB
2025/09/19 18:19:11.196, 1, 108.47 W, 0 %, 0 %, 15 MiB
2025/09/19 18:19:12.196, 0, 97.24 W, 0 %, 0 %, 16 MiB
2025/09/19 18:19:12.197, 1, 90.92 W, 0 %, 0 %, 15 MiB
2025/09/19 18:19:13.197, 0, 85.23 W, 0 %, 0 %, 16 MiB
2025/09/19 18:19:13.197, 1, 82.28 W, 0 %, 0 %, 15 MiB
2025/09/19 18:19:14.197, 0, 73.06 W, 0 %, 0 %, 16 MiB
2025/09/19 18:19:14.249, 1, 92.22 W, 0 %, 0 %, 15 MiB
2025/09/19 18:19:15.249, 0, 90.96 W, 0 %, 0 %, 16 MiB
2025/09/19 18:19:15.325, 1, 97.73 W, 0 %, 0 %, 15 MiB
2025/09/19 18:19:16.328, 0, 96.83 W, 0 %, 0 %, 16 MiB
2025/09/19 18:19:16.328, 1, 105.63 W, 0 %, 0 %, 15 MiB
2025/09/19 18:19:17.328, 0, 83.82 W, 0 %, 0 %, 16 MiB
2025/09/19 18:19:17.328, 1, 83.98 W, 0 %, 0 %, 15 MiB
2025/09/19 18:19:18.329, 0, 79.92 W, 0 %, 0 %, 16 MiB
2025/09/19 18:19:18.329, 1, 89.43 W, 0 %, 0 %, 15 MiB
2025/09/19 18:19:19.329, 0, 91.08 W, 0 %, 0 %, 16 MiB
2025/09/19 18:19:19.329, 1, 97.23 W, 0 %, 0 %, 15 MiB
2025/09/19 18:19:20.330, 0, 94.15 W, 0 %, 0 %, 16 MiB
2025/09/19 18:19:20.330, 1, 107.36 W, 0 %, 0 %, 15 MiB
2025/09/19 18:19:21.332, 0, 96.32 W, 0 %, 0 %, 16 MiB
2025/09/19 18:19:21.332, 1, 92.04 W, 0 %, 0 %, 15 MiB
2025/09/19 18:19:22.333, 0, 96.85 W, 0 %, 0 %, 16 MiB
2025/09/19 18:19:22.333, 1, 82.46 W, 0 %, 0 %, 15 MiB
2025/09/19 18:19:23.333, 0, 96.29 W, 0 %, 0 %, 16 MiB
2025/09/19 18:19:23.441, 1, 92.00 W, 0 %, 0 %, 15 MiB
2025/09/19 18:19:24.442, 0, 92.13 W, 0 %, 0 %, 16 MiB
2025/09/19 18:19:24.492, 1, 103.38 W, 0 %, 0 %, 15 MiB
2025/09/19 18:19:25.493, 0, 85.92 W, 0 %, 0 %, 16 MiB
2025/09/19 18:19:25.493, 1, 109.84 W, 0 %, 0 %, 15 MiB
