ts,t_sec,gpu,sm_pct,mem_pct,mem_used_MiB,mem_total_MiB,mem_free_MiB,vram_used_pct,proc_mem_MiB,sm_clock_MHz,power_W
2025-09-12T16:51:31.341,0.008,1,0,0,2264.0,49140.0,46876.0,4.6,1640.0,1800,39.5
2025-09-12T16:51:31.443,0.109,1,14,0,2264.0,49140.0,46876.0,4.6,1640.0,1800,51.8
2025-09-12T16:51:31.544,0.211,1,14,0,2264.0,49140.0,46876.0,4.6,1640.0,1800,51.8
2025-09-12T16:51:31.646,0.313,1,14,0,2308.0,49140.0,46832.0,4.7,1684.0,1800,51.8
2025-09-12T16:51:31.985,0.651,1,14,0,2310.0,49140.0,46830.0,4.7,1686.0,1800,51.8
2025-09-12T16:51:32.086,0.753,1,14,0,2342.0,49140.0,46798.0,4.8,1718.0,1800,86.6
2025-09-12T16:51:32.187,0.854,1,14,0,2412.0,49140.0,46728.0,4.9,1788.0,1800,86.6
2025-09-12T16:51:32.289,0.955,1,14,0,2414.0,49140.0,46726.0,4.9,1790.0,1800,86.6
2025-09-12T16:51:32.390,1.057,1,14,0,2414.0,49140.0,46726.0,4.9,1790.0,1800,86.6
2025-09-12T16:51:32.491,1.158,1,30,17,2414.0,49140.0,46726.0,4.9,1790.0,1905,101.8
2025-09-12T16:51:32.593,1.259,1,30,17,2414.0,49140.0,46726.0,4.9,1790.0,1905,101.8
2025-09-12T16:51:32.694,1.361,1,30,17,2414.0,49140.0,46726.0,4.9,1790.0,1905,101.8
2025-09-12T16:51:32.796,1.462,1,30,17,2416.0,49140.0,46724.0,4.9,1792.0,1905,101.8
2025-09-12T16:51:32.897,1.563,1,30,17,2432.0,49140.0,46708.0,4.9,1808.0,1905,101.8
2025-09-12T16:51:32.998,1.665,1,30,17,2432.0,49140.0,46708.0,4.9,1808.0,1905,121.9
2025-09-12T16:51:33.355,2.022,1,30,17,2432.0,49140.0,46708.0,4.9,1808.0,1905,121.9
2025-09-12T16:51:33.457,2.123,1,30,17,2432.0,49140.0,46708.0,4.9,1808.0,1905,121.9
2025-09-12T16:51:33.558,2.225,1,32,18,2432.0,49140.0,46708.0,4.9,1808.0,1905,131.7
2025-09-12T16:51:33.660,2.326,1,32,18,2432.0,49140.0,46708.0,4.9,1808.0,1905,131.7
2025-09-12T16:51:33.761,2.428,1,32,18,2432.0,49140.0,46708.0,4.9,1808.0,1905,131.7
2025-09-12T16:51:33.863,2.529,1,32,18,2432.0,49140.0,46708.0,4.9,1808.0,1905,131.7
2025-09-12T16:51:33.964,2.631,1,32,18,2432.0,49140.0,46708.0,4.9,1808.0,1905,131.7
2025-09-12T16:51:34.066,2.732,1,32,18,2432.0,49140.0,46708.0,4.9,1808.0,1905,132.5
2025-09-12T16:51:34.167,2.834,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1905,132.5
2025-09-12T16:51:34.269,2.935,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1905,132.5
2025-09-12T16:51:34.370,3.037,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1905,132.5
2025-09-12T16:51:34.804,3.471,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1905,132.0
2025-09-12T16:51:34.905,3.572,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1905,132.0
2025-09-12T16:51:35.007,3.673,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1905,133.9
2025-09-12T16:51:35.108,3.775,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1905,133.9
2025-09-12T16:51:35.210,3.876,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1905,133.9
2025-09-12T16:51:35.311,3.978,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1905,133.9
2025-09-12T16:51:35.413,4.079,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1905,133.9
2025-09-12T16:51:35.514,4.181,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1905,135.0
2025-09-12T16:51:35.616,4.282,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1905,135.0
2025-09-12T16:51:35.717,4.384,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1905,135.0
2025-09-12T16:51:35.818,4.485,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1905,135.0
2025-09-12T16:51:36.188,4.854,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1905,134.5
2025-09-12T16:51:36.289,4.956,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1905,134.5
2025-09-12T16:51:36.391,5.057,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1905,134.5
2025-09-12T16:51:36.492,5.159,1,30,17,2476.0,49140.0,46664.0,5.0,1852.0,1905,135.0
2025-09-12T16:51:36.593,5.260,1,30,17,2476.0,49140.0,46664.0,5.0,1852.0,1905,135.0
2025-09-12T16:51:36.695,5.361,1,30,17,2476.0,49140.0,46664.0,5.0,1852.0,1905,135.0
2025-09-12T16:51:36.796,5.463,1,30,17,2476.0,49140.0,46664.0,5.0,1852.0,1905,135.0
2025-09-12T16:51:36.904,5.570,1,30,17,2476.0,49140.0,46664.0,5.0,1852.0,1905,135.0
2025-09-12T16:51:37.005,5.672,1,30,17,2476.0,49140.0,46664.0,5.0,1852.0,1905,132.4
2025-09-12T16:51:37.107,5.773,1,30,17,2476.0,49140.0,46664.0,5.0,1852.0,1905,132.4
2025-09-12T16:51:37.208,5.875,1,30,17,2476.0,49140.0,46664.0,5.0,1852.0,1905,132.4
2025-09-12T16:51:37.548,6.214,1,30,17,2476.0,49140.0,46664.0,5.0,1852.0,1905,132.4
2025-09-12T16:51:37.649,6.316,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1905,132.0
2025-09-12T16:51:37.750,6.417,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1905,132.0
2025-09-12T16:51:37.852,6.518,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1905,132.0
2025-09-12T16:51:37.957,6.624,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1905,132.0
2025-09-12T16:51:38.059,6.725,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1905,133.8
2025-09-12T16:51:38.161,6.828,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1905,133.8
2025-09-12T16:51:38.263,6.929,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1905,133.8
2025-09-12T16:51:38.364,7.031,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1905,133.8
2025-09-12T16:51:38.466,7.132,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1905,133.8
2025-09-12T16:51:38.567,7.233,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1800,127.4
2025-09-12T16:51:38.979,7.646,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1800,127.4
2025-09-12T16:51:39.081,7.748,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1800,120.9
2025-09-12T16:51:39.182,7.849,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1800,120.9
2025-09-12T16:51:39.284,7.950,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1800,120.9
2025-09-12T16:51:39.385,8.052,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1800,120.9
