ts,t_sec,gpu,sm_pct,mem_pct,mem_used_MiB,mem_total_MiB,mem_free_MiB,vram_used_pct,proc_mem_MiB,sm_clock_MHz,power_W
2025-09-12T16:51:39.487,8.154,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1800,120.9
2025-09-12T16:51:39.588,8.255,1,37,19,2476.0,49140.0,46664.0,5.0,1852.0,1905,127.2
2025-09-12T16:51:39.690,8.356,1,37,19,2476.0,49140.0,46664.0,5.0,1852.0,1905,127.2
2025-09-12T16:51:39.791,8.458,1,37,19,2476.0,49140.0,46664.0,5.0,1852.0,1905,127.2
2025-09-12T16:51:39.892,8.558,1,37,19,2476.0,49140.0,46664.0,5.0,1852.0,1905,127.2
2025-09-12T16:51:39.993,8.660,1,37,19,2476.0,49140.0,46664.0,5.0,1852.0,1905,127.2
2025-09-12T16:51:40.383,9.049,1,37,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,134.4
2025-09-12T16:51:40.484,9.151,1,37,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,134.4
2025-09-12T16:51:40.585,9.252,1,31,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,135.9
2025-09-12T16:51:40.687,9.353,1,31,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,135.9
2025-09-12T16:51:40.788,9.455,1,31,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,135.9
2025-09-12T16:51:40.890,9.556,1,31,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,135.9
2025-09-12T16:51:40.991,9.658,1,31,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,135.9
2025-09-12T16:51:41.092,9.759,1,31,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,134.5
2025-09-12T16:51:41.193,9.860,1,31,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,134.5
2025-09-12T16:51:41.295,9.961,1,31,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,134.5
2025-09-12T16:51:41.396,10.062,1,31,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,134.5
2025-09-12T16:51:41.769,10.435,1,31,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,133.4
2025-09-12T16:51:41.869,10.536,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,133.4
2025-09-12T16:51:41.970,10.637,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,133.4
2025-09-12T16:51:42.071,10.738,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,135.8
2025-09-12T16:51:42.173,10.839,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,135.8
2025-09-12T16:51:42.274,10.941,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,135.8
2025-09-12T16:51:42.376,11.042,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,135.8
2025-09-12T16:51:42.477,11.144,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,135.8
2025-09-12T16:51:42.578,11.245,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.3
2025-09-12T16:51:42.680,11.347,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.3
2025-09-12T16:51:42.781,11.448,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.3
2025-09-12T16:51:43.225,11.892,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.3
2025-09-12T16:51:43.326,11.993,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.7
2025-09-12T16:51:43.427,12.094,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.7
2025-09-12T16:51:43.528,12.195,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.7
2025-09-12T16:51:43.629,12.296,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.7
2025-09-12T16:51:43.730,12.397,1,31,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,139.2
2025-09-12T16:51:43.831,12.497,1,31,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,139.2
2025-09-12T16:51:43.931,12.598,1,31,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,139.2
2025-09-12T16:51:44.032,12.699,1,31,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,139.2
2025-09-12T16:51:44.134,12.800,1,31,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,139.2
2025-09-12T16:51:44.235,12.902,1,31,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.4
2025-09-12T16:51:44.626,13.292,1,31,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.4
2025-09-12T16:51:44.727,13.394,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,135.3
2025-09-12T16:51:44.828,13.495,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,135.3
2025-09-12T16:51:44.930,13.596,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,135.3
2025-09-12T16:51:45.031,13.698,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,135.3
2025-09-12T16:51:45.132,13.799,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,135.3
2025-09-12T16:51:45.234,13.900,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,136.0
2025-09-12T16:51:45.335,14.002,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,136.0
2025-09-12T16:51:45.437,14.103,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,136.0
2025-09-12T16:51:45.538,14.205,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,136.0
2025-09-12T16:51:45.639,14.306,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,136.0
2025-09-12T16:51:45.981,14.648,1,33,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,136.2
2025-09-12T16:51:46.082,14.749,1,33,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,136.2
2025-09-12T16:51:46.184,14.850,1,33,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,136.2
2025-09-12T16:51:46.285,14.952,1,33,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.7
2025-09-12T16:51:46.386,15.053,1,33,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.7
2025-09-12T16:51:46.488,15.154,1,33,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.7
2025-09-12T16:51:46.589,15.256,1,33,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.7
2025-09-12T16:51:46.690,15.357,1,33,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.7
2025-09-12T16:51:46.792,15.458,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,138.9
2025-09-12T16:51:46.893,15.560,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,138.9
2025-09-12T16:51:46.994,15.661,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,138.9
2025-09-12T16:51:47.331,15.998,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,138.9
2025-09-12T16:51:47.432,16.099,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,139.8
2025-09-12T16:51:47.534,16.200,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,139.8
2025-09-12T16:51:47.635,16.302,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,139.8
2025-09-12T16:51:47.736,16.403,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,139.8
2025-09-12T16:51:47.837,16.504,1,31,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,138.0
2025-09-12T16:51:47.939,16.605,1,31,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,138.0
2025-09-12T16:51:48.040,16.707,1,31,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,138.0
2025-09-12T16:51:48.141,16.808,1,31,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,138.0
2025-09-12T16:51:48.243,16.909,1,31,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,138.0
2025-09-12T16:51:48.344,17.011,1,31,18,2476.0,49140.0,46664.0,5.0,1852.0,1800,126.7
2025-09-12T16:51:48.771,17.438,1,31,18,2476.0,49140.0,46664.0,5.0,1852.0,1800,126.7
2025-09-12T16:51:48.873,17.539,1,34,18,2476.0,49140.0,46664.0,5.0,1852.0,1800,118.8
2025-09-12T16:51:48.974,17.641,1,34,18,2476.0,49140.0,46664.0,5.0,1852.0,1800,118.8
2025-09-12T16:51:49.075,17.742,1,34,18,2476.0,49140.0,46664.0,5.0,1852.0,1800,118.8
2025-09-12T16:51:49.177,17.843,1,34,18,2476.0,49140.0,46664.0,5.0,1852.0,1800,118.8
2025-09-12T16:51:49.278,17.945,1,34,18,2476.0,49140.0,46664.0,5.0,1852.0,1800,118.8
2025-09-12T16:51:49.379,18.046,1,34,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,126.5
2025-09-12T16:51:49.481,18.147,1,34,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,126.5
2025-09-12T16:51:49.582,18.249,1,34,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,126.5
2025-09-12T16:51:49.683,18.350,1,34,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,126.5
2025-09-12T16:51:49.785,18.451,1,34,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,126.5
2025-09-12T16:51:50.198,18.865,1,35,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,135.5
2025-09-12T16:51:50.299,18.966,1,35,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,135.5
2025-09-12T16:51:50.401,19.067,1,35,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,139.6
2025-09-12T16:51:50.502,19.169,1,35,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,139.6
2025-09-12T16:51:50.604,19.270,1,35,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,139.6
2025-09-12T16:51:50.705,19.372,1,35,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,139.6
2025-09-12T16:51:50.806,19.473,1,35,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,139.6
2025-09-12T16:51:50.908,19.574,1,34,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,140.1
2025-09-12T16:51:51.009,19.675,1,34,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,140.1
2025-09-12T16:51:51.110,19.776,1,34,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,140.1
2025-09-12T16:51:51.210,19.877,1,34,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,140.1
2025-09-12T16:51:51.578,20.245,1,34,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.0
2025-09-12T16:51:51.679,20.346,1,34,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.0
2025-09-12T16:51:51.780,20.447,1,34,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.0
2025-09-12T16:51:51.882,20.548,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.5
2025-09-12T16:51:51.983,20.650,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.5
2025-09-12T16:51:52.084,20.751,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.5
2025-09-12T16:51:52.186,20.852,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.5
2025-09-12T16:51:52.287,20.954,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.5
2025-09-12T16:51:52.388,21.055,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.0
2025-09-12T16:51:52.490,21.156,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.0
2025-09-12T16:51:52.591,21.258,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.0
2025-09-12T16:51:52.943,21.609,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.0
2025-09-12T16:51:53.044,21.711,1,34,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.8
2025-09-12T16:51:53.145,21.811,1,34,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.8
2025-09-12T16:51:53.246,21.913,1,34,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.8
2025-09-12T16:51:53.347,22.013,1,34,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.8
2025-09-12T16:51:53.448,22.114,1,34,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,139.1
2025-09-12T16:51:53.549,22.215,1,34,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,139.1
2025-09-12T16:51:53.650,22.317,1,34,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,139.1
2025-09-12T16:51:53.751,22.417,1,34,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,139.1
2025-09-12T16:51:53.852,22.519,1,34,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,139.1
2025-09-12T16:51:53.954,22.620,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,139.4
2025-09-12T16:51:54.413,23.079,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,139.4
2025-09-12T16:51:54.514,23.181,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,141.7
2025-09-12T16:51:54.615,23.282,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,141.7
2025-09-12T16:51:54.717,23.383,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,141.7
2025-09-12T16:51:54.818,23.485,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,141.7
2025-09-12T16:51:54.920,23.586,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,141.7
2025-09-12T16:51:55.021,23.688,1,30,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,140.0
2025-09-12T16:51:55.122,23.789,1,30,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,140.0
2025-09-12T16:51:55.224,23.890,1,30,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,140.0
2025-09-12T16:51:55.325,23.992,1,30,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,140.0
2025-09-12T16:51:55.426,24.093,1,30,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,140.0
2025-09-12T16:51:55.812,24.479,1,30,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.4
2025-09-12T16:51:55.914,24.580,1,30,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.4
2025-09-12T16:51:56.015,24.682,1,33,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.6
2025-09-12T16:51:56.117,24.783,1,33,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.6
2025-09-12T16:51:56.218,24.884,1,33,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.6
2025-09-12T16:51:56.319,24.986,1,33,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.6
2025-09-12T16:51:56.420,25.087,1,33,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,137.6
2025-09-12T16:51:56.522,25.188,1,33,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,138.7
2025-09-12T16:51:56.623,25.290,1,33,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,138.7
2025-09-12T16:51:56.724,25.391,1,33,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,138.7
2025-09-12T16:51:56.826,25.492,1,33,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,138.7
2025-09-12T16:51:57.166,25.832,1,33,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,138.1
2025-09-12T16:51:57.267,25.934,1,35,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,138.1
2025-09-12T16:51:57.368,26.035,1,35,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,138.1
2025-09-12T16:51:57.469,26.136,1,35,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,140.4
2025-09-12T16:51:57.570,26.237,1,35,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,140.4
2025-09-12T16:51:57.671,26.338,1,35,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,140.4
2025-09-12T16:51:57.772,26.439,1,35,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,140.4
2025-09-12T16:51:57.874,26.540,1,35,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,140.4
2025-09-12T16:51:57.975,26.642,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,141.2
2025-09-12T16:51:58.076,26.743,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,141.2
2025-09-12T16:51:58.178,26.844,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,141.2
2025-09-12T16:51:58.522,27.188,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,141.2
2025-09-12T16:51:58.623,27.290,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,140.5
2025-09-12T16:51:58.724,27.391,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,140.5
2025-09-12T16:51:58.826,27.492,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,140.5
2025-09-12T16:51:58.927,27.594,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,140.5
2025-09-12T16:51:59.028,27.695,1,31,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,139.4
2025-09-12T16:51:59.130,27.796,1,31,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,139.4
2025-09-12T16:51:59.231,27.898,1,31,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,139.4
2025-09-12T16:51:59.332,27.999,1,31,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,139.4
2025-09-12T16:51:59.434,28.100,1,31,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,139.4
2025-09-12T16:51:59.535,28.202,1,31,18,2476.0,49140.0,46664.0,5.0,1852.0,1800,130.9
2025-09-12T16:51:59.976,28.642,1,31,18,2476.0,49140.0,46664.0,5.0,1852.0,1800,130.9
2025-09-12T16:52:00.077,28.744,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1800,121.5
2025-09-12T16:52:00.179,28.845,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1800,121.5
2025-09-12T16:52:00.280,28.946,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1800,121.5
2025-09-12T16:52:00.381,29.048,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1800,121.5
2025-09-12T16:52:00.483,29.149,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1800,121.5
2025-09-12T16:52:00.584,29.251,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,125.8
2025-09-12T16:52:00.685,29.352,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,125.8
2025-09-12T16:52:00.787,29.453,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,125.8
2025-09-12T16:52:00.888,29.555,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,125.8
2025-09-12T16:52:00.989,29.656,1,32,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,125.8
2025-09-12T16:52:01.416,30.082,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,135.8
2025-09-12T16:52:01.517,30.184,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,135.8
2025-09-12T16:52:01.619,30.285,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,141.4
2025-09-12T16:52:01.720,30.386,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,141.4
2025-09-12T16:52:01.821,30.488,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,141.4
2025-09-12T16:52:01.923,30.589,1,36,19,2476.0,49140.0,46664.0,5.0,1852.0,1935,141.4
2025-09-12T16:52:02.024,30.691,1,30,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,142.5
2025-09-12T16:52:02.125,30.792,1,30,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,142.5
2025-09-12T16:52:02.227,30.893,1,30,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,142.5
2025-09-12T16:52:02.328,30.995,1,30,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,142.5
2025-09-12T16:52:02.429,31.096,1,30,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,142.5
2025-09-12T16:52:02.788,31.454,1,30,18,2476.0,49140.0,46664.0,5.0,1852.0,1935,139.8
